source, target, type, edgetype
ko:K04043,ko:K10160,PPrel, Relation
ko:K04077,ko:K10160,PPrel, Relation
ko:K04391,ko:K10160,PPrel, Relation
ko:K04391,ko:K10159,PPrel, Relation
undefined,ko:K04733,PPrel, Relation
undefined,ko:K02373,PPrel, Relation
ko:K04733,ko:K04730 ko:K04731,PPrel, Relation
ko:K04730 ko:K04731,ko:K03175,PPrel, Relation
ko:K10161,ko:K04729,PPrel, Relation
ko:K08846,ko:K02580 ko:K04735,PPrel, Relation
ko:K03175,ko:K02580 ko:K04735,PPrel, Relation
ko:K03175,ko:K04441,PPrel, Relation
ko:K03175,ko:K04371,PPrel, Relation
ko:K03175,ko:K04440,PPrel, Relation
ko:K08846,ko:K04441,PPrel, Relation
ko:K08846,ko:K04371,PPrel, Relation
ko:K08846,ko:K04440,PPrel, Relation
ko:K06563,undefined,PPrel, Relation
ko:K06563,undefined,PPrel, Relation
undefined,ko:K04366,PPrel, Relation
ko:K04513,ko:K04366,PPrel, Relation
ko:K04366,ko:K02580 ko:K04735,PPrel, Relation
undefined,ko:K07438,PPrel, Relation
undefined,ko:K08539,PPrel, Relation
ko:K06563,ko:K05443,PPrel, Relation
ko:K06563,ko:K13375 ko:K13376 ko:K13377,PPrel, Relation
ko:K03990,ko:K04011,PPrel, Relation
ko:K03990,undefined,PPrel, Relation
ko:K03990,undefined,PPrel, Relation
ko:K06560,ko:K05443,PPrel, Relation
ko:K06560,ko:K13375 ko:K13376 ko:K13377,PPrel, Relation
ko:K02183,ko:K04515,PPrel, Relation
ko:K02183,ko:K04348 ko:K06268,PPrel, Relation
ko:K04515,ko:K00914,PPrel, Relation
undefined,cpd:C04549,PCrel, Relation
cpd:C04549,ko:K12478,PCrel, Relation
undefined,ko:K07897,PPrel, Relation
ko:K07897,ko:K01379,PPrel, Relation
ko:K07897,ko:K02154 ko:K02146 ko:K02144 ko:K03662 ko:K02155 ko:K03661,PPrel, Relation
ko:K07897,ko:K06528,PPrel, Relation
ko:K13882,ko:K14949,PPrel, Relation
ko:K04718,cpd:C06124,PCrel, Relation
cpd:C00076,ko:K02183,PCrel, Relation
ko:K06856,ko:K06498 ko:K06472 ko:K12560 ko:K16824 ko:K06463,PPrel, Relation
ko:K08539,ko:K13916,PPrel, Relation
cpd:C01194,ko:K00914,PCrel, Relation
ko:K03158,ko:K02373,PPrel, Relation
undefined,ko:K04729,PPrel, Relation
ko:K10160,ko:K04729,PPrel, Relation
ko:K04726,ko:K02159,PPrel, Relation
ko:K02159,undefined,PPrel, Relation
cpd:C00076,ko:K04399,PCrel, Relation
undefined,ko:K02187,PPrel, Relation
ko:K04456,ko:K02158,PPrel, Relation
ko:K02158,ko:K02161,PPrel, Relation
ko:K02161,undefined,PPrel, Relation
ko:K08738,ko:K02187,PPrel, Relation
cpd:C00076,ko:K04515,PCrel, Relation
ko:K08060,ko:K08061 ko:K08062 ko:K08063,PPrel, Relation
ko:K08060,ko:K08064 ko:K08065 ko:K08066,PPrel, Relation
ko:K08060,ko:K05870,PPrel, Relation
ko:K10048 ko:K10049,ko:K08060,PPrel, Relation
ko:K08061 ko:K08062 ko:K08063,ko:K06752,GErel, Relation
ko:K08061 ko:K08062 ko:K08063,ko:K06505,GErel, Relation
ko:K08064 ko:K08065 ko:K08066,ko:K06752,GErel, Relation
ko:K08064 ko:K08065 ko:K08066,ko:K06505,GErel, Relation
ko:K05870,ko:K06752,GErel, Relation
ko:K05870,ko:K06505,GErel, Relation
ko:K02580 ko:K04735,ko:K10048 ko:K10049,GErel, Relation
ko:K02580 ko:K04735,ko:K13241,GErel, Relation
ko:K02580 ko:K04735,ko:K03156,GErel, Relation
ko:K02580 ko:K04735,ko:K05405,GErel, Relation
ko:K02580 ko:K04735,ko:K05406 ko:K05425,GErel, Relation
ko:K02580 ko:K04735,ko:K05482,GErel, Relation
ko:K02580 ko:K04735,ko:K05426,GErel, Relation
ko:K02580 ko:K04735,ko:K04383 ko:K04519,GErel, Relation
ko:K04441,ko:K13241,GErel, Relation
ko:K04371,ko:K13241,GErel, Relation
ko:K04440,ko:K13241,GErel, Relation
ko:K04441,ko:K03156,GErel, Relation
ko:K04441,ko:K05405,GErel, Relation
ko:K04441,ko:K05406 ko:K05425,GErel, Relation
ko:K04441,ko:K05482,GErel, Relation
ko:K04441,ko:K05426,GErel, Relation
ko:K04441,ko:K04383 ko:K04519,GErel, Relation
ko:K04371,ko:K03156,GErel, Relation
ko:K04371,ko:K05405,GErel, Relation
ko:K04371,ko:K05406 ko:K05425,GErel, Relation
ko:K04371,ko:K05482,GErel, Relation
ko:K04371,ko:K05426,GErel, Relation
ko:K04371,ko:K04383 ko:K04519,GErel, Relation
ko:K04440,ko:K03156,GErel, Relation
ko:K04440,ko:K05405,GErel, Relation
ko:K04440,ko:K05406 ko:K05425,GErel, Relation
ko:K04440,ko:K05482,GErel, Relation
ko:K04440,ko:K05426,GErel, Relation
ko:K04440,ko:K04383 ko:K04519,GErel, Relation
ko:K04729,ko:K05414,GErel, Relation
ko:K04729,ko:K05415,GErel, Relation
cpd:C04465 cpd:C19190,ko:K10059,PCrel, Relation
cpd:C00338,ko:K10160,PCrel, Relation
ko:K14956,undefined,PPrel, Relation
ko:K01078,cpd:C04549,PCrel, Relation
ko:K04687,ko:K05132,PPrel, Relation
ko:K11220,ko:K08060,GErel, Relation
ko:K11220,ko:K13241,GErel, Relation
cpd:C01673,ko:K08539,PCrel, Relation
undefined,ko:K01368,PPrel, Relation
ko:K01368,ko:K08061 ko:K08062 ko:K08063,PPrel, Relation
ko:K01368,ko:K08064 ko:K08065 ko:K08066,PPrel, Relation
ko:K01368,ko:K05870,PPrel, Relation
path:ko00520,ko:K00973,maplink, Relation
ko:K00973,ko:K01710,ECrel, Relation
ko:K01710,ko:K13306,ECrel, Relation
ko:K01710,ko:K13308,ECrel, Relation
ko:K01710,ko:K13312,ECrel, Relation
ko:K01710,ko:K01790,ECrel, Relation
ko:K01710,ko:K12451,ECrel, Relation
ko:K01710,ko:K13314,ECrel, Relation
ko:K13306,ko:K13308,ECrel, Relation
ko:K13306,ko:K13312,ECrel, Relation
ko:K13306,ko:K01790,ECrel, Relation
ko:K13306,ko:K12451,ECrel, Relation
ko:K13306,ko:K13314,ECrel, Relation
ko:K13308,ko:K13312,ECrel, Relation
ko:K13308,ko:K01790,ECrel, Relation
ko:K13308,ko:K12451,ECrel, Relation
ko:K13308,ko:K13314,ECrel, Relation
ko:K13312,ko:K01790,ECrel, Relation
ko:K13312,ko:K12451,ECrel, Relation
ko:K13312,ko:K13314,ECrel, Relation
ko:K01790,ko:K12451,ECrel, Relation
ko:K01790,ko:K13314,ECrel, Relation
ko:K12451,ko:K13314,ECrel, Relation
ko:K13307,path:ko00522,maplink, Relation
ko:K13308,ko:K13309,ECrel, Relation
ko:K13309,ko:K13310,ECrel, Relation
ko:K13310,ko:K13311,ECrel, Relation
ko:K13311,path:ko00522,maplink, Relation
ko:K13312,ko:K13313,ECrel, Relation
ko:K13313,path:ko00522,maplink, Relation
ko:K01790,ko:K00067,ECrel, Relation
ko:K00067,ko:K12451,ECrel, Relation
ko:K13314,ko:K13315,ECrel, Relation
ko:K13314,ko:K13321,ECrel, Relation
ko:K13314,ko:K13327,ECrel, Relation
ko:K13315,ko:K13321,ECrel, Relation
ko:K13315,ko:K13327,ECrel, Relation
ko:K13321,ko:K13327,ECrel, Relation
ko:K13315,ko:K13316,ECrel, Relation
ko:K13316,ko:K13317,ECrel, Relation
ko:K13316,ko:K13319,ECrel, Relation
ko:K13316,ko:K13324,ECrel, Relation
ko:K13316,ko:K13323,ECrel, Relation
ko:K13317,ko:K13319,ECrel, Relation
ko:K13317,ko:K13324,ECrel, Relation
ko:K13317,ko:K13323,ECrel, Relation
ko:K13319,ko:K13324,ECrel, Relation
ko:K13319,ko:K13323,ECrel, Relation
ko:K13324,ko:K13323,ECrel, Relation
ko:K13317,ko:K13318,ECrel, Relation
ko:K13318,path:ko00522,maplink, Relation
ko:K13319,ko:K13320,ECrel, Relation
ko:K13319,path:ko00522,maplink, Relation
ko:K13320,path:ko00522,maplink, Relation
ko:K13320,path:ko00522,maplink, Relation
ko:K13321,ko:K13323,ECrel, Relation
ko:K13321,ko:K13322,ECrel, Relation
ko:K13323,ko:K13322,ECrel, Relation
ko:K13322,ko:K13324,ECrel, Relation
ko:K13322,ko:K13325,ECrel, Relation
ko:K13324,ko:K13325,ECrel, Relation
ko:K13325,ko:K13326,ECrel, Relation
ko:K13327,ko:K13328,ECrel, Relation
ko:K13328,ko:K13329,ECrel, Relation
ko:K13329,ko:K13330,ECrel, Relation
ko:K13331,ko:K13332,ECrel, Relation
ko:K12710,ko:K17625,ECrel, Relation
ko:K17625,path:ko00401,maplink, Relation
ko:K01790,ko:K12710,ECrel, Relation
ko:K00067,ko:K12710,ECrel, Relation
ko:K19180,ko:K17947,ECrel, Relation
ko:K00067,ko:K17947,ECrel, Relation
ko:K17947,ko:K12451,ECrel, Relation
ko:K12710,ko:K19180,ECrel, Relation
ko:K19180,ko:K00067,ECrel, Relation
ko:K19180,ko:K01790,ECrel, Relation
cpd:C11907 ,cpd:C07277 ,irreversible, Reaction
cpd:C00688 ,cpd:C03319 ,irreversible, Reaction
cpd:C11931 ,cpd:C11932 ,irreversible, Reaction
cpd:C18092 ,cpd:C11919 ,irreversible, Reaction
cpd:C11925 ,cpd:C11933 ,irreversible, Reaction
cpd:C11907 ,cpd:C00688 ,irreversible, Reaction
cpd:C11930 ,cpd:C11931 ,irreversible, Reaction
cpd:C00842 ,cpd:C11907 ,irreversible, Reaction
cpd:C00103 ,cpd:C00842 ,irreversible, Reaction
cpd:C11932 ,cpd:C18092 ,irreversible, Reaction
cpd:C11907 ,cpd:C11930 ,irreversible, Reaction
cpd:C11907 ,cpd:C04268 ,irreversible, Reaction
cpd:C11922 ,cpd:C18032 ,irreversible, Reaction
cpd:C18033 ,cpd:C18034 ,irreversible, Reaction
cpd:C18032 ,cpd:C18033 ,irreversible, Reaction
cpd:C04268 ,cpd:C11909 ,irreversible, Reaction
cpd:C11910 ,cpd:C11911 ,irreversible, Reaction
cpd:C11909 ,cpd:C11910 ,irreversible, Reaction
cpd:C18029 ,cpd:C18030 ,irreversible, Reaction
cpd:C18030 ,cpd:C18031 ,irreversible, Reaction
cpd:C11907 ,cpd:C03319 ,irreversible, Reaction
cpd:C11926 ,cpd:C11912 ,irreversible, Reaction
cpd:C11907 ,cpd:C11926 ,irreversible, Reaction
cpd:C11930 ,cpd:C11922 ,irreversible, Reaction
cpd:C11915 ,cpd:C11916 ,irreversible, Reaction
cpd:C11930 ,cpd:C11928 ,irreversible, Reaction
cpd:C11927 ,cpd:C11915 ,irreversible, Reaction
cpd:C11931 ,cpd:C11927 ,irreversible, Reaction
cpd:C11927 ,cpd:C11932 ,irreversible, Reaction
cpd:C11928 ,cpd:C11927 ,irreversible, Reaction
cpd:C11920 ,cpd:C11921 ,irreversible, Reaction
cpd:C11927 ,cpd:C11920 ,irreversible, Reaction
cpd:C00688 ,cpd:C11460 ,irreversible, Reaction
cpd:C11460 ,cpd:C12481 ,irreversible, Reaction
cpd:C00688 ,cpd:C03187 ,irreversible, Reaction
cpd:C03187 ,cpd:C03319 ,reversible, Reaction
ko:K06086,ko:K07192,PPrel, Relation
ko:K07193,ko:K04707,PPrel, Relation
ko:K06277,ko:K04707,PPrel, Relation
ko:K07195,ko:K07194,PPrel, Relation
ko:K07196,ko:K07194,PPrel, Relation
ko:K04527,ko:K07193,PPrel, Relation
ko:K04527,ko:K04707,PPrel, Relation
ko:K04527,ko:K06279 ko:K17447 ko:K17448 ko:K17449,PPrel, Relation
ko:K04527,ko:K16172 ko:K07187 ko:K17445 ko:K17446,PPrel, Relation
ko:K04526,ko:K04527,PPrel, Relation
ko:K05695,ko:K04527,PPrel, Relation
ko:K05695,ko:K16172 ko:K07187 ko:K17445 ko:K17446,PPrel, Relation
ko:K05695,ko:K06279 ko:K17447 ko:K17448 ko:K17449,PPrel, Relation
ko:K16172 ko:K07187 ko:K17445 ko:K17446,ko:K04364,PPrel, Relation
ko:K16172 ko:K07187 ko:K17445 ko:K17446,ko:K00922 ko:K02649,PPrel, Relation
ko:K06276,ko:K04456,PPrel, Relation
ko:K06276,ko:K04688,PPrel, Relation
ko:K04456,ko:K13296,PPrel, Relation
ko:K04456,ko:K07203,PPrel, Relation
ko:K04456,ko:K07201,PPrel, Relation
ko:K04456,ko:K03083,PPrel, Relation
ko:K04456,ko:K02158,PPrel, Relation
ko:K04456,ko:K07207,PPrel, Relation
ko:K04456,ko:K06269 ko:K07189 ko:K17453,PPrel, Relation
ko:K04456,ko:K07191,PPrel, Relation
ko:K18952 ko:K06069,ko:K07191,PPrel, Relation
ko:K18952 ko:K06069,ko:K07197,PPrel, Relation
ko:K07195,ko:K07191,PPrel, Relation
ko:K07196,ko:K07191,PPrel, Relation
ko:K03083,ko:K00693,PPrel, Relation
ko:K06269 ko:K07189 ko:K17453,ko:K00871 ko:K02183 ko:K07190,PPrel, Relation
ko:K06269 ko:K07189 ko:K17453,ko:K00693,PPrel, Relation
ko:K00871 ko:K02183 ko:K07190,ko:K00688,PPrel, Relation
ko:K00693,cpd:C00369,PCrel, Relation
ko:K04345 ko:K04739,ko:K07188,PPrel, Relation
ko:K07208,ko:K07203,PPrel, Relation
ko:K07203,ko:K04688,PPrel, Relation
ko:K07203,ko:K07205,PPrel, Relation
ko:K07205,ko:K03259,PPrel, Relation
ko:K04688,ko:K02991,PPrel, Relation
ko:K06279 ko:K17447 ko:K17448 ko:K17449,ko:K04364,PPrel, Relation
ko:K04364,ko:K03099,PPrel, Relation
ko:K03099,ko:K02833 ko:K07827 ko:K07828,PPrel, Relation
ko:K02833 ko:K07827 ko:K07828,ko:K04365 ko:K04366 ko:K08845,PPrel, Relation
ko:K04365 ko:K04366 ko:K08845,ko:K04368 ko:K04369,PPrel, Relation
ko:K04368 ko:K04369,ko:K04371,PPrel, Relation
ko:K04371,ko:K04372,PPrel, Relation
ko:K04371,ko:K04375,PPrel, Relation
ko:K04372,ko:K03259,PPrel, Relation
ko:K07201,ko:K07202,PPrel, Relation
ko:K07198 ko:K07199 ko:K07200,ko:K11262,PPrel, Relation
ko:K06277,ko:K07194,PPrel, Relation
ko:K04438,ko:K07194,PPrel, Relation
ko:K04694 ko:K04695 ko:K04696 ko:K04697,ko:K04527,PPrel, Relation
ko:K05696,ko:K04527,PPrel, Relation
ko:K05696,ko:K16172 ko:K07187 ko:K17445 ko:K17446,PPrel, Relation
ko:K04440,ko:K16172 ko:K07187 ko:K17445 ko:K17446,PPrel, Relation
ko:K07209,ko:K16172 ko:K07187 ko:K17445 ko:K17446,PPrel, Relation
ko:K00688,cpd:C00369,PCrel, Relation
ko:K07191,cpd:C00031,PCrel, Relation
ko:K00922 ko:K02649,ko:K18952 ko:K06069,PPrel, Relation
ko:K00922 ko:K02649,ko:K06276,PPrel, Relation
ko:K00922 ko:K02649,ko:K07203,PPrel, Relation
ko:K07197,ko:K11262,PPrel, Relation
ko:K07197,ko:K00665,PPrel, Relation
ko:K07197,ko:K12406,PPrel, Relation
ko:K07197,ko:K00844 ko:K12407,PPrel, Relation
ko:K07201,ko:K01084,GErel, Relation
ko:K07201,ko:K03841,GErel, Relation
ko:K07201,ko:K01596,GErel, Relation
undefined,ko:K07208,PPrel, Relation
ko:K13296,cpd:C00575,PCrel, Relation
cpd:C00575,ko:K04345 ko:K04739,PCrel, Relation
ko:K15909,cpd:C05981,PCrel, Relation
ko:K06276,ko:K18952 ko:K06069,PCrel, Relation
ko:K02084,ko:K04399,PPrel, Relation
ko:K08738,ko:K04399,PPrel, Relation
ko:K04399,ko:K02187,PPrel, Relation
ko:K04565,cpd:C00704 cpd:C00027 cpd:C16845 cpd:C16844,PCrel, Relation
ko:K03156,ko:K03158 ko:K05141,PPrel, Relation
ko:K03158 ko:K05141,ko:K02308,PPrel, Relation
ko:K02308,ko:K04426,PPrel, Relation
ko:K04426,ko:K04432,PPrel, Relation
ko:K04426,ko:K04433,PPrel, Relation
ko:K04432,ko:K04441,PPrel, Relation
ko:K04433,ko:K04441,PPrel, Relation
ko:K04575,ko:K07887,PPrel, Relation
ko:K04575,ko:K04392,PPrel, Relation
cpd:C00704 cpd:C00027 cpd:C16845 cpd:C16844,ko:K05613,PCrel, Relation
cpd:C00704 cpd:C00027 cpd:C16845 cpd:C16844,ko:K04348 ko:K06268,PCrel, Relation
ko:K04565,ko:K02161,PPrel, Relation
ko:K04565,ko:K11518,PPrel, Relation
ko:K04565,ko:K11519,PPrel, Relation
ko:K04565,ko:K04348 ko:K06268,PPrel, Relation
ko:K02161,ko:K08738,PPrel, Relation
ko:K04570,ko:K08738,PPrel, Relation
ko:K02159,ko:K08738,PPrel, Relation
ko:K02158,ko:K08738,PPrel, Relation
cpd:C00025,ko:K05197 ko:K05198 ko:K05208 ko:K05209 ko:K05210 ko:K05211 ko:K05212,PCrel, Relation
cpd:C00070,ko:K04565,PCrel, Relation
ko:K13240,cpd:C00533,PCrel, Relation
ko:K04565,cpd:C00027,PCrel, Relation
ko:K04565,cpd:C16844,PCrel, Relation
ko:K03781,cpd:C00001,PCrel, Relation
ko:K07607,ko:K04572,PPrel, Relation
ko:K07607,ko:K04573,PPrel, Relation
ko:K07607,ko:K04574,PPrel, Relation
ko:K04565,ko:K04572,PPrel, Relation
ko:K04441,ko:K04572,PPrel, Relation
ko:K04441,ko:K04573,PPrel, Relation
ko:K04441,ko:K04574,PPrel, Relation
cpd:C16844,ko:K04572,PCrel, Relation
cpd:C16844,ko:K04573,PCrel, Relation
cpd:C16844,ko:K04574,PCrel, Relation
ko:K10717,ko:K10760,ECrel, Relation
ko:K10717,ko:K10760,ECrel, Relation
ko:K10717,ko:K10760,ECrel, Relation
ko:K10760,path:ko00900,maplink, Relation
ko:K00791,path:ko00900,maplink, Relation
ko:K10760,path:ko00900,maplink, Relation
ko:K10760,path:ko00900,maplink, Relation
cpd:C00235 cpd:C00020 ,cpd:C04713 ,irreversible, Reaction
cpd:C00008 cpd:C00235 ,cpd:C16426 ,irreversible, Reaction
cpd:C00371 cpd:C00190 ,cpd:C00015 cpd:C03300 ,irreversible, Reaction
cpd:C00029 cpd:C15545 ,cpd:C15546 cpd:C00015 ,irreversible, Reaction
cpd:C00371 cpd:C00029 ,cpd:C00015 cpd:C03423 ,irreversible, Reaction
cpd:C04083 ,cpd:C00147 cpd:C07330 ,irreversible, Reaction
cpd:C00235 cpd:C00066 ,cpd:C04432 ,irreversible, Reaction
cpd:C04713 ,cpd:C16430 ,irreversible, Reaction
cpd:C16426 ,cpd:C16429 ,irreversible, Reaction
cpd:C16424 ,cpd:C16428 ,irreversible, Reaction
cpd:C00235 cpd:C00002 ,cpd:C16424 ,irreversible, Reaction
cpd:C00371 cpd:C00029 ,cpd:C16443 cpd:C00015 ,irreversible, Reaction
ko:K13609,ko:K00306,ECrel, Relation
ko:K01844 ko:K18011,ko:K18012,ECrel, Relation
ko:K01843,ko:K01844 ko:K18011,ECrel, Relation
ko:K01843,ko:K03897,ECrel, Relation
ko:K01582,ko:K01843,ECrel, Relation
ko:K00291 ko:K14157,ko:K01843,ECrel, Relation
ko:K00290,ko:K01843,ECrel, Relation
ko:K18854,ko:K01843,ECrel, Relation
ko:K01582,ko:K03897,ECrel, Relation
ko:K00291 ko:K14157,ko:K03897,ECrel, Relation
ko:K00290,ko:K03897,ECrel, Relation
ko:K18854,ko:K03897,ECrel, Relation
ko:K00291 ko:K14157,ko:K01582,ECrel, Relation
ko:K00290,ko:K01582,ECrel, Relation
ko:K18854,ko:K01582,ECrel, Relation
ko:K00291 ko:K14157,ko:K18854,ECrel, Relation
ko:K18854,ko:K00290,ECrel, Relation
ko:K00290,ko:K00292 ko:K14157,ECrel, Relation
ko:K00291 ko:K14157,ko:K00292 ko:K14157,ECrel, Relation
ko:K00293,ko:K00290,ECrel, Relation
ko:K00291 ko:K14157,ko:K00293,ECrel, Relation
ko:K00292 ko:K14157,ko:K00143 ko:K14085,ECrel, Relation
ko:K00293,ko:K00143 ko:K14085,ECrel, Relation
ko:K00143 ko:K14085,ko:K00825,ECrel, Relation
ko:K00825,ko:K00164,ECrel, Relation
ko:K00164,ko:K00658,ECrel, Relation
ko:K00252,ko:K00658,ECrel, Relation
ko:K01692 ko:K01825 ko:K01782 ko:K07515 ko:K07514 ko:K07511,ko:K00252,ECrel, Relation
ko:K01692 ko:K01825 ko:K01782 ko:K07515 ko:K07514 ko:K07511,ko:K00022 ko:K01825 ko:K01782 ko:K07514,ECrel, Relation
ko:K00022 ko:K01825 ko:K01782 ko:K07514,ko:K00626,ECrel, Relation
ko:K00135,ko:K14268,ECrel, Relation
ko:K03894,ko:K03896,ECrel, Relation
ko:K03896,ko:K03897,ECrel, Relation
ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ko:K00473 ko:K13645 ko:K13646 ko:K13647,ECrel, Relation
ko:K18804,ko:K00473 ko:K13645 ko:K13646 ko:K13647,ECrel, Relation
ko:K18826,ko:K00473 ko:K13645 ko:K13646 ko:K13647,ECrel, Relation
ko:K18804,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18826,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18804,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18826,ko:K18804,ECrel, Relation
ko:K18826,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18804,ko:K18826,ECrel, Relation
ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ko:K18804,ECrel, Relation
ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ko:K18826,ECrel, Relation
ko:K18804,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18804,ko:K18826,ECrel, Relation
ko:K18826,ko:K06101 ko:K11427 ko:K11420 ko:K09186 ko:K09187 ko:K09188 ko:K14959 ko:K09189 ko:K15588 ko:K11424 ko:K11425 ko:K11422 ko:K11423 ko:K11431 ko:K11428 ko:K11421 ko:K18494 ko:K11433 ko:K11419 ko:K11429,ECrel, Relation
ko:K18826,ko:K18804,ECrel, Relation
ko:K00471,ko:K00128 ko:K00149 ko:K14085,ECrel, Relation
ko:K00471,ko:K00149,ECrel, Relation
ko:K11703 ko:K13646,ko:K00473 ko:K13645 ko:K13646 ko:K13647,ECrel, Relation
ko:K01843,path:ko00300,maplink, Relation
ko:K01843,path:ko00780,maplink, Relation
ko:K03897,path:ko00300,maplink, Relation
ko:K03897,path:ko00780,maplink, Relation
path:ko00300,path:ko00780,maplink, Relation
ko:K01582,path:ko00300,maplink, Relation
ko:K00291 ko:K14157,path:ko00300,maplink, Relation
ko:K00290,path:ko00300,maplink, Relation
ko:K18854,path:ko00300,maplink, Relation
ko:K01582,path:ko00780,maplink, Relation
ko:K00291 ko:K14157,path:ko00780,maplink, Relation
ko:K00290,path:ko00780,maplink, Relation
ko:K18854,path:ko00780,maplink, Relation
ko:K00825,path:ko00311,maplink, Relation
ko:K00143 ko:K14085,path:ko00311,maplink, Relation
ko:K00626,path:ko00020,maplink, Relation
ko:K03894,ko:K03895,ECrel, Relation
ko:K18012,ko:K18013,ECrel, Relation
ko:K18013,ko:K18014,ECrel, Relation
ko:K18013,ko:K01034 ko:K01035,ECrel, Relation
ko:K00252,ko:K18014,ECrel, Relation
ko:K01692 ko:K01825 ko:K01782 ko:K07515 ko:K07514 ko:K07511,ko:K18014,ECrel, Relation
ko:K00022 ko:K01825 ko:K01782 ko:K07514,ko:K01034 ko:K01035,ECrel, Relation
ko:K00626,ko:K01034 ko:K01035,ECrel, Relation
ko:K18201,ko:K18202,ECrel, Relation
ko:K18202,ko:K00293,ECrel, Relation
ko:K18202,ko:K00292 ko:K14157,ECrel, Relation
ko:K18202,ko:K00143 ko:K14085,ECrel, Relation
cpd:C00739 ,cpd:C03239 ,reversible, Reaction
cpd:C00047 ,cpd:C00449 ,irreversible, Reaction
cpd:C00449 ,cpd:C04076 ,reversible, Reaction
cpd:C01181 ,cpd:C00487 ,irreversible, Reaction
cpd:C01149 ,cpd:C01181 ,irreversible, Reaction
cpd:C03793 ,cpd:C01259 ,irreversible, Reaction
cpd:C05544 ,cpd:C05545 ,irreversible, Reaction
cpd:C05544 ,cpd:C05545 ,irreversible, Reaction
cpd:C02188 ,cpd:C05544 ,irreversible, Reaction
cpd:C01211 ,cpd:C04487 ,irreversible, Reaction
cpd:C02188 ,cpd:C05544 ,irreversible, Reaction
cpd:C02188 ,cpd:C05544 ,irreversible, Reaction
cpd:C05544 ,cpd:C05545 ,irreversible, Reaction
cpd:C02188 ,cpd:C01211 ,irreversible, Reaction
cpd:C05545 ,cpd:C05546 ,irreversible, Reaction
cpd:C05545 ,cpd:C05546 ,irreversible, Reaction
cpd:C05545 ,cpd:C05546 ,irreversible, Reaction
cpd:C00877 ,cpd:C01144 ,irreversible, Reaction
cpd:C01144 ,cpd:C00332 ,reversible, Reaction
cpd:C04092 ,cpd:C00408 ,irreversible, Reaction
cpd:C00047 ,cpd:C02727 ,irreversible, Reaction
cpd:C00047 ,cpd:C00449 ,irreversible, Reaction
cpd:C00449 ,cpd:C04076 ,reversible, Reaction
cpd:C04076 ,cpd:C00956 ,irreversible, Reaction
cpd:C00956 ,cpd:C00322 ,reversible, Reaction
cpd:C00322 ,cpd:C06157 ,irreversible, Reaction
cpd:C00332 ,cpd:C00024 ,irreversible, Reaction
cpd:C00527 ,cpd:C00877 ,irreversible, Reaction
cpd:C03273 ,cpd:C00489 ,reversible, Reaction
cpd:C03273 ,cpd:C00431 ,reversible, Reaction
cpd:C00047 ,cpd:C01672 ,irreversible, Reaction
cpd:C00047 ,cpd:C01142 ,irreversible, Reaction
cpd:C01142 ,cpd:C01186 ,irreversible, Reaction
cpd:C01186 ,cpd:C03656 ,reversible, Reaction
